Text	Label	Saliency	Words	Correct
........london ......................oil ............health ..world ..economy 	2	Last_Attention	5	1
dollar .......london reuters .....................oil ............health of .world s largest economy 	2	Last_Attention	10	1
dollar ......euro london reuters .....................oil .and weak u .data continued .fan worries about .health of the world s largest economy 	2	Last_Attention	20	1
dollar .....vs euro london reuters the dollar .to ......euro on ....on ....oil .and weak u s data continued to fan worries about the health of the world s largest economy 	2	Last_Attention	30	1
dollar .hits .w .vs euro london reuters the dollar dipped to ....against .euro on ..rising .on profit taking but steep oil prices and weak u s data continued to fan worries about the health of the world s largest economy 	2	Last_Attention	40	1
dollar ......euro .reuters .dollar ......................................economy 	2	Vanilla_Gradient	5	1
dollar .....vs euro london reuters .dollar ........euro ......profit .........data ............economy 	2	Vanilla_Gradient	10	1
dollar briefly hits ..low vs euro london reuters the dollar dipped .......euro .monday ....profit ...oil prices ....data ..fan ........largest economy 	2	Vanilla_Gradient	20	1
dollar briefly hits ..low vs euro london reuters the dollar dipped ....low against .euro .monday ....profit ..steep oil prices .weak u .data continued to fan worries ..health ..world .largest economy 	2	Vanilla_Gradient	30	1
dollar briefly hits .w low vs euro london reuters the dollar dipped ...week low against the euro on monday .rising slightly .profit taking .steep oil prices .weak u s data continued to fan worries about .health ..world s largest economy 	2	Vanilla_Gradient	40	1
......vs .....dipped .....................weak ..data ...........largest .	2	InputXGrad	5	0
......vs euro ....dipped ...week .......rising ..profit ......weak ..data ..fan ........largest .	2	InputXGrad	10	1
.....low vs euro ....dipped ...week .....monday before rising .on profit ..steep ...weak ..data continued .fan ..the health .the ..largest economy 	2	InputXGrad	20	1
..hits ..low vs euro ....dipped .a .week low ..euro .monday before rising slightly on profit taking but steep .prices .weak .s data continued .fan ..the health of the ..largest economy 	2	InputXGrad	30	1
..hits 4 .low vs euro .reuters the dollar dipped .a four week low against .euro on monday before rising slightly on profit taking but steep .prices .weak .s data continued .fan worries about the health of the world .largest economy 	2	InputXGrad	40	1
................week ..........profit ....prices ....data ............economy 	2	Integrated_Gradient	5	1
.........reuters ......week ...euro ......profit ...oil prices ....data ......health ....largest economy 	2	Integrated_Gradient	10	1
....w low vs ..reuters .dollar ....week low against .euro on .....profit ..steep oil prices ....data ...worries ..health ...s largest economy 	2	Integrated_Gradient	20	1
...4 w low vs ..reuters .dollar dipped ..four week low against .euro on monday ...on profit ..steep oil prices and weak .s data ...worries about .health of ..s largest economy 	2	Integrated_Gradient	30	1
dollar .hits 4 w low vs ..reuters .dollar dipped to a four week low against .euro on monday .rising .on profit ..steep oil prices and weak u s data continued to .worries about the health of the .s largest economy 	2	Integrated_Gradient	40	1
......vs .....dipped .....................weak ..data ............economy 	2	DeepLIFT	5	1
......vs euro ..the .dipped ...week ..........profit ......weak ..data ...........largest economy 	2	DeepLIFT	10	1
......vs euro ..the dollar dipped ...week ......before rising .on profit .but ..prices .weak .s data continued .fan ..the .....largest economy 	2	DeepLIFT	20	1
dollar ..4 .low vs euro ..the dollar dipped .a .week low ....monday before rising slightly on profit .but steep .prices .weak .s data continued .fan ..the health .the ..largest economy 	2	DeepLIFT	30	1
dollar .hits 4 .low vs euro ..the dollar dipped .a four week low ..euro on monday before rising slightly on profit taking but steep .prices and weak .s data continued .fan worries about the health of the world .largest economy 	2	DeepLIFT	40	1
............dipped .......euro on ................continued to ...........	2	LIME	5	0
...4 ..vs euro .reuters ..dipped .......euro on ..rising .............continued to ...........	2	LIME	10	1
.briefly .4 ..vs euro .reuters ..dipped to ..week low against .euro on monday .rising slightly ...but ........continued to .worries ........economy 	2	LIME	20	1
dollar briefly .4 .low vs euro .reuters the .dipped to ..week low against the euro on monday before rising slightly on .taking but .oil ......continued to .worries about ....world ..economy 	2	LIME	30	1
dollar briefly hits 4 .low vs euro london reuters the .dipped to ..week low against the euro on monday before rising slightly on profit taking but steep oil prices .weak .s .continued to fan worries about the health ..world ..economy 	2	LIME	40	1
..hits ...........a ....the ............prices ..u ...............	2	Random	5	0
..hits .w low .euro ..the ...a ....the ............prices ..u ......about ........	2	Random	10	0
..hits 4 w low vs euro ..the ..to a four ...the ....rising ..profit ....prices ..u ..continued ..worries about ..of .world ...	2	Random	20	1
dollar .hits 4 w low vs euro ..the ..to a four week low .the .on .before rising ..profit ...oil prices .weak u .data continued ..worries about .health of the world ...	2	Random	30	1
dollar briefly hits 4 w low vs euro .reuters the dollar dipped to a four week low .the euro on monday before rising slightly .profit ..steep oil prices .weak u .data continued to .worries about the health of the world ...	2	Random	40	0
tre ##as ##uri ##es slip as stocks rally new york ( reuters ) - u . s . treasury debt prices slipped on monday , though traders characterized the move as profit - taking rather than any fundamental change in sentiment .	2	N/A	All	N/A
...stocks ..york ...treasury debt .....traders .............	2	All_Attention	5	1
...stocks ..york ...treasury debt prices slipped .monday .traders characterized ...profit ........	2	All_Attention	10	1
tre slip as stocks rally new york reuters ..treasury debt prices slipped .monday though traders characterized .move .profit .....change .sentiment 	2	All_Attention	20	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change .sentiment 	2	All_Attention	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	All_Attention	40	1
...stocks .new ....treasury .prices ....traders .............	2	Last_Attention	5	1
...stocks .new york .u .treasury debt prices ..monday .traders ....profit ........	2	Last_Attention	10	1
tre ..stocks .new york .u s treasury debt prices slipped on monday though traders characterized .move .profit taking .than ....sentiment 	2	Last_Attention	20	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move .profit taking rather than any fundamental change in sentiment 	2	Last_Attention	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	Last_Attention	40	1
...stocks ...reuters ..treasury debt prices ..................	2	Vanilla_Gradient	5	1
...stocks rally ..reuters u s treasury debt prices ....traders ............sentiment 	2	Vanilla_Gradient	10	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped .monday .traders characterized ...profit ....fundamental ..sentiment 	2	Vanilla_Gradient	20	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather .any fundamental change in sentiment 	2	Vanilla_Gradient	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	Vanilla_Gradient	40	1
..as .rally ...u ..................fundamental ..sentiment 	2	InputXGrad	5	0
..as .rally new ..u s .......traders ..move ......fundamental change .sentiment 	2	InputXGrad	10	1
tre slip as .rally new york reuters u s .......traders characterized the move as profit taking rather ..fundamental change .sentiment 	2	InputXGrad	20	1
tre slip as stocks rally new york reuters u s treasury debt .slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	InputXGrad	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	InputXGrad	40	1
...stocks ...reuters ...debt prices .........profit ........	2	Integrated_Gradient	5	1
...stocks ..york reuters ..treasury debt prices ..monday .traders ....profit .......sentiment 	2	Integrated_Gradient	10	1
.slip as stocks ..york reuters .s treasury debt prices slipped .monday .traders characterized ..as profit ..than .fundamental change in sentiment 	2	Integrated_Gradient	20	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking .than any fundamental change in sentiment 	2	Integrated_Gradient	30	0
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	Integrated_Gradient	40	1
..as .rally ...u s .debt ...................	2	DeepLIFT	5	1
tre .as .rally ...u s .debt ....though ...move ......fundamental ..sentiment 	2	DeepLIFT	10	0
tre slip as stocks rally new .reuters u s .debt .slipped ..though ..the move as .taking rather ..fundamental change .sentiment 	2	DeepLIFT	20	1
tre slip as stocks rally new york reuters u s treasury debt .slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	DeepLIFT	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	DeepLIFT	40	1
...........debt .slipped on .though .......rather ......	2	LIME	5	1
...stocks .new ...s .debt .slipped on .though ....as ..rather than .....	2	LIME	10	1
tre slip .stocks .new ..u s treasury debt .slipped on .though traders characterized the move as ..rather than any ..in .	2	LIME	20	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in .	2	LIME	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	LIME	40	1
.slip .......s .debt .....traders .the ...........	2	Random	5	1
.slip ...new ...s treasury debt prices ..monday .traders .the ........change ..	2	Random	10	1
.slip ...new york reuters .s treasury debt prices slipped .monday though traders characterized the ..profit .rather than any .change in .	2	Random	20	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the .as profit taking rather than any fundamental change in sentiment 	2	Random	30	1
tre slip as stocks rally new york reuters u s treasury debt prices slipped on monday though traders characterized the move as profit taking rather than any fundamental change in sentiment 	2	Random	40	1
dollar rises vs euro on asset flows data new york ( reuters ) - the dollar extended gains against the euro on monday after a report on flows into u . s . assets showed enough of a rise in foreign investments to offset the current account gap for the month .	2	N/A	All	N/A
dollar ..euro ........dollar ....euro ..................investments .........	2	All_Attention	5	1
dollar ..euro .asset ...york ..dollar ...the euro ..........assets showed ......investments .........	2	All_Attention	10	1
dollar .vs euro .asset ...york ..dollar ..against the euro .monday after .report ..into ..assets showed ...rise .foreign investments ....account ...month 	2	All_Attention	20	1
dollar .vs euro on asset .data new york ..dollar extended gains against the euro .monday after .report .flows into u .assets showed enough ..rise .foreign investments ....account gap for .month 	2	All_Attention	30	1
dollar rises vs euro on asset flows data new york reuters the dollar extended gains against the euro on monday after .report on flows into u s assets showed enough ..rise .foreign investments .offset the current account gap for .month 	2	All_Attention	40	1
dollar .......new york .........................foreign investments .........	2	Last_Attention	5	1
dollar ....asset flows .new york reuters .dollar ....euro .................foreign investments .........	2	Last_Attention	10	1
dollar ..euro .asset flows data new york reuters .dollar ....euro ..after .report on .into u s assets ......foreign investments ....account ....	2	Last_Attention	20	1
dollar .vs euro on asset flows data new york reuters the dollar ..against .euro on monday after a report on flows into u s assets showed ....in foreign investments ....account ....	2	Last_Attention	30	1
dollar rises vs euro on asset flows data new york reuters the dollar .gains against the euro on monday after a report on flows into u s assets showed ...rise in foreign investments .offset the current account gap for .month 	2	Last_Attention	40	1
dollar ..euro .asset ......dollar ....euro ............................	2	Vanilla_Gradient	5	1
dollar ..euro .asset ...york reuters .dollar .gains ..euro ..........assets .......investments .........	2	Vanilla_Gradient	10	1
dollar rises vs euro .asset flows data .york reuters the dollar extended gains .the euro ......flows .u .assets ......foreign investments .........	2	Vanilla_Gradient	20	1
dollar rises vs euro on asset flows data new york reuters the dollar extended gains against the euro .monday ..report .flows .u s assets showed .....foreign investments .offset ..account gap ...	2	Vanilla_Gradient	30	1
dollar rises vs euro on asset flows data new york reuters the dollar extended gains against the euro on monday after .report on flows into u s assets showed enough ..rise in foreign investments .offset the current account gap ..month 	2	Vanilla_Gradient	40	1
..vs euro ..flows .......gains ..euro ............................	2	InputXGrad	5	1
..vs euro .asset flows data ......gains ..euro ....report .flows ..........foreign ..........	2	InputXGrad	10	1
..vs euro .asset flows data new .....gains ..euro ...a report .flows .u ...enough of ...foreign ..offset .current account gap for ..	2	InputXGrad	20	1
..vs euro on asset flows data new .reuters ...gains ..euro on ..a report on flows into u .assets .enough of a rise in foreign ..offset .current account gap for .month 	2	InputXGrad	30	1
..vs euro on asset flows data new york reuters the .extended gains against .euro on monday after a report on flows into u .assets .enough of a rise in foreign investments to offset the current account gap for the month 	2	InputXGrad	40	1
.....asset flows ...reuters .................assets .......investments .........	2	Integrated_Gradient	5	1
.....asset flows data .york reuters ......euro ....report .....assets .......investments ........month 	2	Integrated_Gradient	10	1
..vs .on asset flows data .york reuters ...gains ..euro ....report .flows ...assets showed ...rise .foreign investments ....account gap for .month 	2	Integrated_Gradient	20	1
..vs .on asset flows data new york reuters ...gains against .euro on ..a report .flows .u .assets showed .of a rise in foreign investments .offset .current account gap for .month 	2	Integrated_Gradient	30	1
.rises vs euro on asset flows data new york reuters ...gains against .euro on monday after a report on flows into u s assets showed .of a rise in foreign investments to offset the current account gap for the month 	2	Integrated_Gradient	40	1
...euro .asset ........gains ..euro .................foreign ..........	2	DeepLIFT	5	0
..vs euro .asset flows data ......gains ..euro ....report ............foreign .....account ....	2	DeepLIFT	10	1
..vs euro on asset flows data ...the ..gains ..euro ...a report .flows .u ...enough ....foreign ....current account gap for .month 	2	DeepLIFT	20	1
..vs euro on asset flows data new .reuters the ..gains ..euro on ..a report on flows into u ...enough of a .in foreign .to offset .current account gap for .month 	2	DeepLIFT	30	1
dollar .vs euro on asset flows data new york reuters the dollar extended gains against .euro on .after a report on flows into u .assets .enough of a rise in foreign .to offset the current account gap for the month 	2	DeepLIFT	40	1
........new ....extended ...euro ..........assets .............gap ...	2	LIME	5	0
........new york ...extended gains ..euro .monday ........assets .......investments .offset ...gap ...	2	LIME	10	1
....on asset ..new york ...extended gains against .euro on monday after ....into u .assets ..of ..in foreign investments .offset ...gap ...	2	LIME	20	1
dollar rises vs .on asset flows .new york .the .extended gains against .euro on monday after ....into u .assets showed .of ..in foreign investments .offset the current account gap for ..	2	LIME	30	1
dollar rises vs .on asset flows data new york .the .extended gains against .euro on monday after .report on flows into u s assets showed .of a rise in foreign investments to offset the current account gap for the month 	2	LIME	40	1
.........york .the ........after ....into ..................the .	2	Random	5	0
.rises .euro .....york .the dollar ...the ...after ....into u .................the .	2	Random	10	1
.rises .euro .....york .the dollar ..against the .on .after .report .flows into u s .....rise .foreign .to .the ....the month 	2	Random	20	1
dollar rises vs euro .....york reuters the dollar extended gains against the euro on .after .report .flows into u s ..enough ..rise .foreign investments to .the current account ..the month 	2	Random	30	1
dollar rises vs euro ...data .york reuters the dollar extended gains against the euro on monday after a report on flows into u s assets showed enough .a rise in foreign investments to offset the current account gap .the month 	2	Random	40	1
dollar near recent low ##s , await ##s ze ##w / cpi london ( reuters ) - the dollar held steady near this week ' s four - week low against the euro on tuesday with investors awaiting a german investor confidence survey and u . s . consumer inflation numbers to shed light on the direction .	2	N/A	All	N/A
dollar .........dollar ...........euro ...investors .........consumer ........	2	All_Attention	5	1
dollar ......london ..dollar ...........euro ...investors ..german investor ..and ..consumer inflation .......	2	All_Attention	10	1
dollar .....cpi london .the dollar held .near .week ..week .against the euro .tuesday with investors ..german investor ..and ..consumer inflation .......	2	All_Attention	20	1
dollar ..low await ze cpi london .the dollar held .near this week ..week low against the euro on tuesday with investors awaiting .german investor .survey and ..consumer inflation numbers to .....	2	All_Attention	30	1
dollar near recent low await ze cpi london reuters the dollar held steady near this week ..week low against the euro on tuesday with investors awaiting .german investor confidence survey and u s consumer inflation numbers to shed light ..direction 	2	All_Attention	40	1
dollar ....ze cpi london .....................german ...............	2	Last_Attention	5	1
dollar ....ze cpi london reuters .dollar ...............investors ..german ...and ..consumer ........	2	Last_Attention	10	1
dollar ....ze cpi london reuters the dollar .....s .....euro on ..investors awaiting .german investor ..and u s consumer inflation .to .....	2	Last_Attention	20	1
dollar near recent ..ze cpi london reuters the dollar ...this .s .....euro on tuesday .investors awaiting a german investor confidence survey and u s consumer inflation .to shed light on ..	2	Last_Attention	30	1
dollar near recent low await ze cpi london reuters the dollar held ..this week s ...against the euro on tuesday with investors awaiting a german investor confidence survey and u s consumer inflation numbers to shed light on the direction 	2	Last_Attention	40	1
dollar .........dollar ...........euro .............consumer inflation .......	2	Vanilla_Gradient	5	1
dollar .....cpi london ..dollar ...........euro ...investors ..german investor .....consumer inflation .......	2	Vanilla_Gradient	10	1
dollar ....ze cpi london reuters the dollar held steady .........euro ...investors awaiting .german investor confidence survey .u .consumer inflation numbers ......	2	Vanilla_Gradient	20	1
dollar ..low await ze cpi london reuters the dollar held steady ..week ...low against the euro .tuesday .investors awaiting .german investor confidence survey .u s consumer inflation numbers .shed ...direction 	2	Vanilla_Gradient	30	1
dollar near recent low await ze cpi london reuters the dollar held steady near .week ..week low against the euro on tuesday with investors awaiting a german investor confidence survey and u s consumer inflation numbers to shed light ..direction 	2	Vanilla_Gradient	40	1
..........................investors ...investor confidence survey ...consumer ........	2	InputXGrad	5	1
..recent .....reuters ...steady .........euro ...investors ...investor confidence survey ...consumer .......direction 	2	InputXGrad	10	1
..recent low await ze ..reuters ...steady .this ..four ....euro ...investors awaiting ..investor confidence survey ..s consumer ..to .light on .direction 	2	InputXGrad	20	1
..recent low await ze cpi .reuters ...steady near this .s four .low against .euro on tuesday .investors awaiting ..investor confidence survey ..s consumer .numbers to shed light on the direction 	2	InputXGrad	30	1
dollar near recent low await ze cpi london reuters the ..steady near this week s four week low against the euro on tuesday with investors awaiting a .investor confidence survey and .s consumer .numbers to shed light on the direction 	2	InputXGrad	40	1
......................euro ...investors .....survey ...consumer .numbers ......	2	Integrated_Gradient	5	1
........reuters .dollar .......week ...euro ...investors ...investor confidence survey ...consumer .numbers ......	2	Integrated_Gradient	10	1
..recent ..ze cpi .reuters .dollar .steady near ....week low ..euro on ..investors ...investor confidence survey ..s consumer .numbers .shed ...direction 	2	Integrated_Gradient	20	1
.near recent low .ze cpi .reuters .dollar held steady near ...four week low against .euro on ..investors .a .investor confidence survey and .s consumer .numbers to shed light on .direction 	2	Integrated_Gradient	30	1
dollar near recent low .ze cpi .reuters the dollar held steady near .week s four week low against the euro on .with investors awaiting a .investor confidence survey and u s consumer inflation numbers to shed light on the direction 	2	Integrated_Gradient	40	1
..........................investors ...investor confidence survey ...consumer ........	2	DeepLIFT	5	1
..recent .....reuters ...steady .............investors ...investor confidence survey ..s consumer .......direction 	2	DeepLIFT	10	1
..recent low await ze ..reuters ...steady ....four ....euro on ..investors awaiting ..investor confidence survey ..s consumer ..to .light on .direction 	2	DeepLIFT	20	1
dollar .recent low await ze cpi .reuters the dollar .steady near this .s four .low ..euro on ..investors awaiting ..investor confidence survey ..s consumer ..to shed light on the direction 	2	DeepLIFT	30	1
dollar .recent low await ze cpi london reuters the dollar held steady near this week s four week low against the euro on tuesday with investors awaiting a .investor confidence survey ..s consumer .numbers to shed light on the direction 	2	DeepLIFT	40	1
........reuters .dollar ....week ...low .........german ...............	2	LIME	5	1
.....ze ..reuters .dollar .steady ..week ...low against the .......german ...........light ...	2	LIME	10	1
.near .low .ze cpi .reuters .dollar .steady .this week ...low against the ...with investors ..german .confidence ...s consumer inflation ...light ...	2	LIME	20	1
.near recent low await ze cpi .reuters .dollar .steady near this week s ..low against the euro .tuesday with investors ..german .confidence .and u s consumer inflation numbers to .light ...	2	LIME	30	1
.near recent low await ze cpi london reuters the dollar .steady near this week s ..low against the euro on tuesday with investors awaiting a german investor confidence survey and u s consumer inflation numbers to shed light on .direction 	2	LIME	40	1
........reuters ..held .....four ......................shed ...direction 	2	Random	5	1
.......london reuters ..held .....four ..against the ........investor ...u .....shed ...direction 	2	Random	10	1
.near ..await ..london reuters the .held steady near ...four ..against the .on ..investors ..german investor ...u s ...to shed ...direction 	2	Random	20	1
dollar near recent .await ..london reuters the .held steady near this week .four ..against the .on ..investors awaiting .german investor confidence survey .u s consumer inflation .to shed light ..direction 	2	Random	30	1
dollar near recent low await ze cpi london reuters the .held steady near this week s four .low against the euro on .with investors awaiting .german investor confidence survey and u s consumer inflation .to shed light on the direction 	2	Random	40	1
km ##art swings to profit in 2 ##q ; stock surge ##s ( ap ) ap - shares of km ##art holding corp . surged 17 percent monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner edward lamp ##ert is now free to invest the company ' s # 36 ; 2 . 6 billion in surplus cash .	2	N/A	All	N/A
km .......ap .shares ..........discount ...........................billion ...	2	All_Attention	5	1
km .......ap ap shares .km ........discount retailer ..profit ..................company ....billion ...	2	All_Attention	10	1
km swings ....stock .ap ap shares .km .....monday ..discount retailer ..profit for ..quarter and said chairman .....is ...invest .company ....billion ...	2	All_Attention	20	1
km swings .profit in .stock .ap ap shares of km ..surged ..monday after the discount retailer reported .profit for ..quarter and said chairman .....is .free .invest the company ....billion ..cash 	2	All_Attention	30	1
km swings .profit in .stock surge ap ap shares of km holding corp surged .percent monday after the discount retailer reported .profit for ..quarter and said chairman and .owner ..is now free .invest the company s ...billion in surplus cash 	2	All_Attention	40	1
km .....stock .....km ...............................company s .......	2	Last_Attention	5	1
km ..profit ..stock .ap ap .of km .........retailer .....................company s .......	2	Last_Attention	10	1
km ..profit .2 stock .ap ap shares of km holding ......the discount retailer ........said chairman .majority .......invest the company s .......	2	Last_Attention	20	1
km ..profit .2 stock surge ap ap shares of km holding corp ...monday after the discount retailer .......and said chairman and majority owner edward .....invest the company s .....surplus cash 	2	Last_Attention	30	1
km swings to profit .2 stock surge ap ap shares of km holding corp ...monday after the discount retailer reported .profit .the second quarter and said chairman and majority owner edward lamp .now ..invest the company s 36 ....surplus cash 	2	Last_Attention	40	1
........ap ap shares ..........discount retailer ..............................	2	Vanilla_Gradient	5	1
km swings ....stock .ap ap shares .km ........discount retailer ..........................billion ...	2	Vanilla_Gradient	10	1
km swings .profit ..stock surge ap ap shares .km holding corp surged ..monday ..discount retailer .........chairman ..owner edward .....invest ......billion ...	2	Vanilla_Gradient	20	1
km swings .profit ..stock surge ap ap shares of km holding corp surged .percent monday .the discount retailer reported .profit ...quarter .said chairman .majority owner edward .....invest ......billion .surplus cash 	2	Vanilla_Gradient	30	1
km swings .profit in 2 stock surge ap ap shares of km holding corp surged .percent monday after the discount retailer reported .profit ..second quarter .said chairman .majority owner edward lamp ..free .invest .company .36 2 6 billion .surplus cash 	2	Vanilla_Gradient	40	1
.swings .....surge ............the .retailer ............owner .................	2	InputXGrad	5	1
.swings .....surge .......surged ....the .retailer .....second quarter .....owner ...now ............cash 	2	InputXGrad	10	1
.swings to ....surge ap ..of km ..surged ...after the .retailer reported a ..the second quarter and ....owner ...now .to ..........cash 	2	InputXGrad	20	1
.swings to profit ...surge ap ..of km ..surged .percent .after the .retailer reported a profit for the second quarter and ..and .owner edward ..now .to .the company s .....surplus cash 	2	InputXGrad	30	1
.swings to profit in ..surge ap ..of km holding .surged .percent monday after the discount retailer reported a profit for the second quarter and said .and .owner edward lamp is now free to .the company s 36 2 ...surplus cash 	2	InputXGrad	40	1
......stock ..............discount retailer .....................company .......cash 	2	Integrated_Gradient	5	1
.swings .profit ..stock ...shares ..........discount retailer ......quarter ............invest .company .......cash 	2	Integrated_Gradient	10	1
.swings .profit ..stock surge ..shares of .holding corp ..percent monday ..discount retailer reported .profit ...quarter .....owner ......invest .company s ......cash 	2	Integrated_Gradient	20	1
.swings .profit in .stock surge ..shares of .holding corp .17 percent monday ..discount retailer reported a profit for ..quarter and ..and .owner edward ....to invest .company s .2 ...surplus cash 	2	Integrated_Gradient	30	1
.swings to profit in 2 stock surge ..shares of .holding corp .17 percent monday after .discount retailer reported a profit for ..quarter and said chairman and majority owner edward .is ..to invest .company s .2 6 billion in surplus cash 	2	Integrated_Gradient	40	1
.swings .....surge ............the .retailer ............owner .................	2	DeepLIFT	5	1
.swings .....surge ....km ..surged ....the .retailer .....second ......owner ...now ............cash 	2	DeepLIFT	10	1
.swings to ....surge ap ..of km ..surged ...after the discount retailer reported a ...second quarter and ....owner ...now .to ..........cash 	2	DeepLIFT	20	1
.swings to ....surge ap ..of km ..surged ..monday after the discount retailer reported a .for the second quarter and ..and .owner edward .is now .to .the .s 36 ....surplus cash 	2	DeepLIFT	30	1
.swings to profit in ..surge ap ..of km holding .surged 17 percent monday after the discount retailer reported a profit for the second quarter and said .and .owner edward .is now free to .the company s 36 2 ...surplus cash 	2	DeepLIFT	40	1
......stock .............the ...........chairman ..owner ......invest ..........	2	LIME	5	0
......stock ...shares .........the .retailer .........chairman .majority owner ....free to invest ..........	2	LIME	10	1
.....2 stock ...shares of .holding ......the .retailer reported ....second ...chairman .majority owner edward ...free to invest .company .36 2 ..in ..	2	LIME	20	1
....in 2 stock ..ap shares of .holding .surged 17 ..after the .retailer reported .profit .the second ...chairman .majority owner edward lamp ..free to invest .company .36 2 6 billion in ..	2	LIME	30	1
.swings ..in 2 stock surge ap ap shares of .holding .surged 17 percent .after the discount retailer reported .profit .the second quarter and said chairman and majority owner edward lamp .now free to invest .company .36 2 6 billion in ..	2	LIME	40	1
.swings .profit ...surge .............discount ..........chairman ....................	2	Random	5	1
.swings .profit ...surge .....holding .surged .percent ...discount ..........chairman ........to ...s .......	2	Random	10	1
.swings to profit ...surge ap .shares ..holding .surged .percent ...discount .reported ....second ...chairman ..owner edward .is ..to ..company s ..6 ....	2	Random	20	1
.swings to profit ..stock surge ap ap shares ..holding .surged .percent ...discount .reported a ...second quarter and .chairman ..owner edward lamp is now free to ..company s ..6 billion ..cash 	2	Random	30	1
km swings to profit in .stock surge ap ap shares of .holding .surged .percent ..the discount .reported a ..the second quarter and said chairman and .owner edward lamp is now free to invest the company s 36 .6 billion ..cash 	2	Random	40	1
sneak ##y credit card tactics keep an eye on your credit card issue ##rs - - they may be about to raise your rates .	2	N/A	All	N/A
.credit card ......credit card .......your .	2	All_Attention	5	1
.credit card tactics ....your credit card issue they .....your rates 	2	All_Attention	10	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	All_Attention	20	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	All_Attention	30	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	All_Attention	40	1
.credit card tactics ......card issue ........	2	Last_Attention	5	1
.credit card tactics ....your credit card issue they .be ...your .	2	Last_Attention	10	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Last_Attention	20	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Last_Attention	30	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Last_Attention	40	1
sneak credit card ......credit .........rates 	2	Vanilla_Gradient	5	1
sneak credit card tactics keep ....credit card issue .....raise .rates 	2	Vanilla_Gradient	10	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Vanilla_Gradient	20	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Vanilla_Gradient	30	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Vanilla_Gradient	40	0
.credit .tactics ....your ......about ..your .	2	InputXGrad	5	1
.credit card tactics .an eye .your credit .....about to .your .	2	InputXGrad	10	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	InputXGrad	20	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	InputXGrad	30	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	InputXGrad	40	0
.credit .......credit .....about .raise .rates 	2	Integrated_Gradient	5	1
.credit ..keep an ..your credit .issue ...about .raise your rates 	2	Integrated_Gradient	10	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Integrated_Gradient	20	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Integrated_Gradient	30	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Integrated_Gradient	40	1
.credit card .....your ......about ..your .	2	DeepLIFT	5	1
.credit card tactics .an eye .your credit .....about to .your .	2	DeepLIFT	10	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	DeepLIFT	20	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	DeepLIFT	30	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	DeepLIFT	40	0
