Text	Label	Saliency	Words	Correct
i ..film which ..variety ..........interspersed ...some .moments ...mountain ...army .....are well ...........the starring .....victor ..comes ....brawl .....of .film ....difficult ..impossible .to .........scene ..an ......trap ....ended ........beaver ..................................opening .........................................or ...the war .......	1	DeepLIFT	30	0
i ..film which ..variety ........along .interspersed ...some .moments ...mountain ...army .....are well ...........the starring .....victor ..comes ....brawl ....me of .film ...another difficult ..impossible .to ......in ..scene ..an ......trap mountain ...ended 20 .......beaver ..............place ..................the opening scene ..................never .....................or ...the war .......	1	DeepLIFT	40	1
......a ....................................................................................................................................................probably ......located ....section ...........there ............................	1	LIME	5	1
......a ......................men ..............................certainly ..as ............................the ......................................supposedly .......................probably ......located ....section ...........there ............................	1	LIME	10	0
......a ................light .....men ..............................certainly ..as ............as .........br .the ...the opening ..certainly ..........pretty .....with .................supposedly ...................of ...probably ......located ....section ...........there ......................who .....	1	LIME	20	1
......a ................light .....men .........well .true ..................certainly ..as ...tarzan ........as .........br .the ...the opening .are certainly ..as ...pure ...pretty ....before with ................story supposedly .......end ...........of ...probably ......located ....section .....never .....there ......................who .....	1	LIME	30	1
......a ................light .in .the .men .........well .true ..................certainly ..as ..brawl tarzan ........as .......to .br .the mountain ..the opening .are certainly ..as ...pure ...pretty ...years before with ................story supposedly .......end ..........background of the ..probably ....fort .located ....section .the ...never .....there ......................who .....	1	LIME	40	0
..............................counter ...........john ......................................not ................................................story ..........the ..................................................................	1	Random	5	0
...............relations ..............counter ..........true john ........the ......victor ......................not ................................................story ..........the ............scene .....................................................	1	Random	10	1
...film .......and ...relations along .............counter ..........true john ..robert .....the ......victor ......................not ...............an .............................beaver ..story ..........the ......in ..of ..scene .mt ............................that ......................	1	Random	20	1
...film .......and ...relations along .............counter ......characters ...true john ..robert .....the starring .....victor ..comes ......of ........samson ..but not ..to ............an ..........much ...............fashion ..beaver ..story ..........the ......in ..of ..scene .mt ........................plenty ...that ......................	1	Random	30	0
.enjoyed this film .......and ...relations along .............counter ......characters ...true john ..robert .....the starring ....but victor .certainly comes ...heads ..of ........samson ..but not ..to ....mountain .......an .........pretty much ...............fashion ..beaver ..story ......before ...the ..judging ...in ..of ..scene .mt ........................plenty ...that .actually ....................	1	Random	40	1
very enjoyable 50 ' s western . i have it in my collection and recommend it to western fans . < br / > < br / > mostly victor mature ' s movie and quite well done in my estimation . < br / > < br / > he ' s a trap ##per who joins a frontier post as a scout . red cloud caught three of them on their land and took their possessions . they all joined as scouts after their loss . < br / > < br / > victor has set his eye ' s on the colonel ' s wife and lives life on the post without much regards to regulations . < br / > < br / > action done quite convincing ##ly but no great depth or much feeling to other characters . < br / > < br / > 50 ' s western ##s are my favorites and this slides easily to a satisfaction . a western of this kind is in the pages of the past and perhaps never to be made much again . one to enjoy . gave it a 7 rating . likely 6 . 8 worthy but films like these become more precious over time . < br / > < br / > for film - noir fans . . . " the big steal " " they live by night " " side street " are most wonderful movies to be enjoyed . bought and viewed . noir seems to resemble western ##s in a way . some long ago and never forever .	1	N/A	All	N/A
.enjoyable ..........recommend ...................................................................lives ...............................................................gave ........but ..............................	1	All_Attention	5	1
.enjoyable ........collection .recommend ..................................caught ................................lives ................no ......................satisfaction .......................gave ...rating ....but ..............................	1	All_Attention	10	1
.enjoyable 50 .......collection .recommend .........................joins ........caught .....................has ..........lives ................no ...............favorites ......satisfaction ...........past ...........gave ...rating likely ...but films .........for .noir ............wonderful ....	1	All_Attention	20	1
.enjoyable 50 .western .....collection .recommend ........mature ........estimation ..he ....joins ........caught .....................has ..........lives ........regulations .......no ...............favorites ..slides ...satisfaction ........pages ..past ...........gave ...rating likely ..worthy but films ....precious ....for .noir fans ...........wonderful ....	1	All_Attention	30	1
.enjoyable 50 .western i ....collection .recommend ...fans ..mostly .mature .....done ..estimation ..he ....joins ........caught .....................has ..eye ...colonel ...lives ........regulations .......no ...............favorites ..slides easily ..satisfaction .western ......pages ..past ..never ........gave ..7 rating likely ..worthy but films ....precious ....for .noir fans ...........wonderful ....	1	All_Attention	40	1
very enjoyable ..western ........it ...................................................................................no ......................................................................................	1	Last_Attention	5	1
very enjoyable 50 .western ..it .....it ..............................................................colonel ....................no ........................western ...........................................noir .................	1	Last_Attention	10	1
very enjoyable 50 s western ..it ...and recommend it .............done ................................................colonel ................done ...no ...much ............and .......western ...................to .....................for .noir .............movies ...	1	Last_Attention	20	1
very enjoyable 50 s western i .it ...and recommend it .western ...........done .my ...................................loss ..........colonel ........without ......action done ..but no ...much ..........my .and this .easily ....western ...................to .....................for .noir .............movies ...	1	Last_Attention	30	1
very enjoyable 50 s western i .it ...and recommend it .western ...........done .my ..................three ................loss ..........colonel ..and .....without ......action done .convincing but no ...much ..other .......my .and this .easily ..satisfaction .western ...................to ..it .......but films .these .......for .noir ....they ........movies ...	1	Last_Attention	40	1
.enjoyable ........collection ........................................................................................depth ................slides ...satisfaction ...............................................................	1	Vanilla_Gradient	5	1
.enjoyable ........collection .recommend ..................................................................................convincing ...depth ................slides easily ..satisfaction ......................................precious ...................wonderful ....	1	Vanilla_Gradient	10	1
very enjoyable 50 .western .....collection .recommend ........mature ........estimation ..........................................................regulations ..action ..convincing but no .depth ..feeling .............slides easily ..satisfaction ......................................precious ...................wonderful ....	1	Vanilla_Gradient	20	1
very enjoyable 50 .western .....collection .recommend ..western fans ...victor mature ........estimation ..........................................................regulations ..action done .convincing but no great depth ..feeling ..characters .......favorites ..slides easily ..satisfaction ...............................worthy but .....precious ......noir ............wonderful ....	1	Vanilla_Gradient	30	1
very enjoyable 50 .western i ....collection .recommend ..western fans ...victor mature ........estimation .................................................lives ......regards .regulations ..action done quite convincing but no great depth .much feeling ..characters ....western ..favorites .this slides easily ..satisfaction ........pages ..................rating ...worthy but .....precious ......noir ............wonderful movies ...	1	Vanilla_Gradient	40	1
.................................................................................................no ..................slides .....................................films .......................most .movies ...	1	InputXGrad	5	1
....................victor mature ......................................................................action ....no ..................slides ..........in ..........................films ..........film ............most .movies ...	1	InputXGrad	10	1
...........and ........victor mature ......in .......................................victor ..............the post ..regards ....action ....no ....feeling ..........favorites ..slides ..........in ..........................films ..become .......film noir ...........most .movies ...	1	InputXGrad	20	1
...........and ........victor mature .movie ....in ...........frontier ....red ......................victor ........s .....the post ..regards ..br br action ....no ....feeling ..characters .br .....favorites ..slides ....a .....in ......................6 ...films ..become .......film noir ...........most .movies ...	1	InputXGrad	30	1
...........and ........victor mature .movie ....in ...........frontier ....red cloud ...................br br victor ........s ..lives ..the post ..regards .regulations br br action ....no ...much feeling ..characters .br ..western ..favorites ..slides ....a .....in ......perhaps .......to .......6 ...films ..become .....br .film noir ...........most .movies ...	1	InputXGrad	40	1
.enjoyable ...............................................................................................................favorites ..slides easily .............................................................wonderful ....	1	Integrated_Gradient	5	1
.enjoyable 50 ................mostly .....................................................................regulations .......................favorites ..slides easily to .......................................more ....................wonderful ....	1	Integrated_Gradient	10	1
very enjoyable 50 ..........it .....mostly .......done ....................................................lives ........regulations .......................favorites ..slides easily to a .....kind ...............................become more precious ......noir ............wonderful ...enjoyed 	1	Integrated_Gradient	20	1
very enjoyable 50 ..........it .western ...mostly .......done .....................................loss ..victor .........wife .lives life .......regulations ..action ..................are .favorites ..slides easily to a .....kind ......past .......again ........likely .......become more precious ......noir ............wonderful ...enjoyed 	1	Integrated_Gradient	30	1
very enjoyable 50 ...have it .....it .western ...mostly .......done .my ................................scouts ..loss ..victor ...eye .....wife .lives life .......regulations ..action ..................are .favorites ..slides easily to a satisfaction ....kind ......past .......again .to ......likely ....films like these become more precious ......noir ............wonderful ...enjoyed 	1	Integrated_Gradient	40	1
....................victor ...............................................................................................slides .....................................films .......................most .movies ...	1	DeepLIFT	5	0
....................victor mature .................................................................regards ....action ....no ..................slides .....................................films ..........film ............most .movies ...	1	DeepLIFT	10	1
...........and ........victor mature ......in .......................................victor ..............the post ..regards ....action ....no ....feeling ..........favorites ..slides ..........in ..........................films ..become .......film noir ...........most .movies ...	1	DeepLIFT	20	1
...........and ........victor mature .movie ....in ...........frontier ....red ......................victor ........s .....the post ..regards ..br br action ....no ....feeling ..characters .br ..western ..favorites ..slides ....a .....in ..........................films ..become .......film noir ...........most .movies ...	1	DeepLIFT	30	0
..........collection and ........victor mature .movie ....in ...........frontier ....red cloud ................after ..br br victor ........s ..lives ..the post ..regards ..br br action ....no ...much feeling ..characters .br ..western ..favorites ..slides ....a .....in ..............to .......6 ...films ..become .....br .film noir ...........most .movies ...	1	DeepLIFT	40	1
.................................................of ........................................................br .....my ......................never .....................................by ..........	1	LIME	5	0
...........................done .....................of ...........as .........his ..................................br .....my ...slides ..................never .......................precious .............by ..........	1	LIME	10	1
..........collection ................done .......a .............of .on .........as .........his ....colonel .........much .........but .........br .....my ...slides .....western .this .is ........never ...................like ...precious .............by ..........	1	LIME	20	1
......have ...collection ...to ............done .......a .............of .on .........as ...loss .....his ....colonel .........much ...br .....but .........br .....my ..this slides ....a western .this kind is ........never ...................like ...precious .......fans ....live by .side ........	1	LIME	30	1
.enjoyable ....have ...collection ...to ....mostly .......done .......a .......a ...caught .of .on .........as .after .loss .....his ....colonel .......post .much ...br ...quite .but .........br .....my ..this slides ....a western .this kind is ........never ..........a 7 .likely .....like ...precious .......fans ....live by .side ........	1	LIME	40	1
..........collection ...........................joins .....scout ................................................................................................................become ................night .........	1	Random	5	1
..........collection ......br ....................joins .frontier ...scout .......................................................................................past ............it ..........these become ................night .........	1	Random	10	1
..........collection and .....br ....................joins a frontier .as .scout ...........their ...........victor ........................................s .....this .......of ........past ............it ....6 .....these become ................night ...most .....	1	Random	20	1
....western .....collection and recommend ....br br ...................joins a frontier .as .scout ...........their ..all joined ....loss ..victor ........s ...............................s ..my ..this .easily .....of ........past ............it ....6 .....these become more ...............night ...most .....	1	Random	30	1
....western i ..in .collection and recommend ....br br .....and .........s ...joins a frontier .as .scout ......on ....their ..all joined as ...loss ..victor ........s ..lives .on ............convincing .............s ..my ..this .easily .....of ........past ...........gave it ....6 .....these become more ...............night ...most .....	1	Random	40	1
dylan and bobby are boy ##hood friends and they are in love the way that young boys sometimes are . but dylan has met a girl and is starting to put those boy ##hood things aside . bobby knows that he ' s not interested in girls and misses what he had with dylan . < br / > < br / > told as part che ##es ##y 80 ' s pop video , part home movie , part video rec ##oll ##ection this film tells a confusing and sad , but all too often true , story that will hit home with many that see it . < br / > < br / > this film brings back a lot of memories and struck a very true chord with me but i wish the film maker had gone a bit further and left it on a happier note . yes , we all love and lose , even when we are young , but there ' s always tomorrow , especially when we are young .	1	N/A	All	N/A
...........................................misses .......told ...............tells ..........................................maker ...........................tomorrow .....	1	All_Attention	5	0
..........love ................................misses .......told ...............tells .confusing .sad ...................................wish ..maker ..........happier ................tomorrow .....	1	All_Attention	10	0
..........love .......but ...............knows ......girls .misses .......told ...............tells .confusing .sad ...often .story ............film .....memories .......me but .wish ..maker ..........happier ...............always tomorrow .....	1	All_Attention	20	0
..........love .......but ....girl ..starting ..those ....knows ......girls .misses .......told ...80 .........this film tells .confusing .sad but ..often .story ...........this film .....memories .....chord .me but .wish .film maker ..........happier ...............always tomorrow .....	1	All_Attention	30	1
...are ......love ....boys ..but ....girl ..starting ..those ....knows ......girls .misses .......told ...80 .........this film tells .confusing .sad but ..often true story .will ...many .....this film brings ....memories and struck ...chord .me but .wish .film maker ......left ...happier ....love ..........always tomorrow .....	1	All_Attention	40	1
...................................................told ..............film tells a ..sad ........................................................................	1	Last_Attention	5	0
...................................................told .part ...........this film tells a ..sad .................this film ..................film ..................................	1	Last_Attention	10	0
...................................................told as part ...........this film tells a confusing and sad but ...true .that will ......it ..this film ..............but ...film ............................tomorrow .....	1	Last_Attention	20	0
...............boys ...................................told as part .....part .....this film tells a confusing and sad but all too often true story that will .home ....it ..this film .............me but .wish .film .......left ....................tomorrow .....	1	Last_Attention	30	0
...............boys ..........................and misses .......told as part .....part ..part ..this film tells a confusing and sad but all too often true story that will .home .many .see it ..this film .....memories and struck ...chord .me but i wish .film .......left ....................tomorrow .....	1	Last_Attention	40	0
...................................................told .................confusing .sad ......................................maker ..........happier ......................	1	Vanilla_Gradient	5	0
...................................................told ...............tells .confusing .sad but ..often true story ................................maker ..........happier ......................	1	Vanilla_Gradient	10	0
...........................................misses .......told ..che ............tells a confusing and sad but all .often true story ............film .....memories .....chord ....wish .film maker ..........happier ......................	1	Vanilla_Gradient	20	0
dylan ..........................................misses .......told as .che 80 .........this film tells a confusing and sad but all too often true story ...........this film brings ....memories .struck ...chord ....wish .film maker ..........happier note .....................	1	Vanilla_Gradient	30	1
dylan .bobby ..............................bobby .........misses .......told as part che 80 .pop ..home movie ...this film tells a confusing and sad but all too often true story .....many .....this film brings ....memories .struck ..true chord ....wish .film maker ......left ...happier note ...............tomorrow .....	1	Vanilla_Gradient	40	1
......................................................che ............tells ....but all ...story ..................................................................	1	InputXGrad	5	0
......................................................che 80 ...........tells ...sad but all ...story .................of ..struck .......i .....................................	1	InputXGrad	10	1
.........in .........................................told ..che 80 ...........tells ...sad but all ...story .............brings ...of .and struck .....me .i .the .....bit ...it on ....we ...................	1	InputXGrad	20	1
.........in ........................knows ................told ..che 80 ...........tells ...sad but all too ..story ........it br br ..brings .a .of .and struck .....me .i .the ...gone .bit ...it on .happier .yes we ...............when ...	1	InputXGrad	30	1
.........in ......sometimes ..............things ..knows .........what ....br .told ..che 80 ...........tells ...sad but all too ..story ....with ...it br br ..brings .a .of .and struck .....me but i .the ...gone .bit ...it on .happier .yes we .love ....we .....always ..when ..young 	1	InputXGrad	40	1
.............................................................................story .will ...many .......brings ..lot .................................................	1	Integrated_Gradient	5	0
.............................................................................story .will ...many .see it ..this .brings .a lot .....very ...........................................	1	Integrated_Gradient	10	1
..bobby .....are .......sometimes are ...........................................................story .will hit home .many .see it ..this film brings .a lot ...struck .very ....................happier .................especially ....	1	Integrated_Gradient	20	1
..bobby .....are in .the ....sometimes are .......is ......................dylan .....che ....................often .story .will hit home with many .see it ..this film brings .a lot .memories .struck .very ....................happier ..........are ......especially ..are .	1	Integrated_Gradient	30	1
..bobby are ....are in .the ....sometimes are .......is .......bobby knows .....in ..misses ....dylan .....che ...........film ........often .story .will hit home with many that see it ..this film brings .a lot .memories .struck .very true ......the ............happier ......lose ...are ......especially ..are .	1	Integrated_Gradient	40	1
...................................................................tells ...sad but all ...story ..................................................................	1	DeepLIFT	5	1
......................................................che ............tells ...sad but all ...story .............brings ...of ..struck .......i .....................................	1	DeepLIFT	10	1
.........in ............................................che 80 ...........tells ...sad but all ...story ........it .br ..brings .a .of .and struck .....me .i .the .........it .....we ...................	1	DeepLIFT	20	0
.........in ........................knows ................told ..che 80 ...........tells ...sad but all ...story ....with ...it br br ..brings .a .of .and struck .....me .i .the ...gone .bit ...it on a happier ..we ..................young 	1	DeepLIFT	30	0
.........in ....young ................things ..knows ...not .....what ....br .told ..che 80 ...........tells ...sad but all ...story ....with ...it br br ..brings .a .of .and struck .very ...me .i .the ..had gone .bit ...it on a happier ..we .love ....we ........when ..young 	1	DeepLIFT	40	1
.......................................interested ..and .........................a .........that ...............lot .................................................	1	LIME	5	1
...................................that ...interested ..and ..he ......................a confusing ........that ...............lot ...................................when ......always ......	1	LIME	10	1
dylan ...boy .......way .................boy ....that ...interested ..and ..he .......part ..........rec ...a confusing ........that ..........this ....lot ..........but ..the .....................when ..young ...always ......	1	LIME	20	0
dylan ...boy ....in ..way ............is ....boy ....that he ..interested ..and ..he .......part ..........rec ...a confusing ........that ..........this ....lot ..and .a ..chord with me but ..the .............note .......when ..young ...always ...we ..	1	LIME	30	0
dylan ...boy ....in ..way ....are .......is .to ..boy ..bobby .that he ..interested .girls and ..he .......part ..........rec ...a confusing ..but ..often .story that will hit ........this ....lot ..and .a ..chord with me but ..the ....a ........note .......when ..young ...always ...we ..	1	LIME	40	1
....boy ..................................................80 ................but ..............................................on .........even ..............	1	Random	5	0
....boy friends ...............met .....................misses ...........80 ................but .............it ..........................a .....on .........even ..............	1	Random	10	1
....boy friends ...............met ...is .....things .bobby .........misses ...........80 ......part ......confusing ..but .....that .......it ..........................a ...left .on ........lose even ....but ....especially ....	1	Random	20	0
..bobby .boy friends .they ......young ......met ...is ....boy things .bobby .........misses ...........80 .....movie part .....a confusing ..but .....that .......it .........memories .........i ......a ...left .on .....all ..lose even ....but ....especially when ...	1	Random	30	0
..bobby .boy friends .they .in .the ..young .sometimes ....met ...is ....boy things .bobby .....interested ...misses ...........80 .....movie part .rec .film .a confusing ..but .....that will ......it .........memories and ........i ....had .a ...left .on .....all love .lose even ....but ....especially when ...	1	Random	40	1
beautiful . . . . that one word pretty much sums up this whole film . everything from the cinematography , the directing , the acting . . . . . brilliant . at any point of the film , you can pause it , and you will no doubt be looking at something mosaic or " arts ##y far ##ts ##y " as some people would say . i assure you , that after one viewing , " bobby ##cr ##ush " will be stuck in your head . i know this from first hand experience . even the soundtrack is great . it goes together very well with the tone and pace of the film . be thankful that cam archer exists in this world . we need more people like him to make films that show love and shame in totally real ( and surreal ) imagery .	1	N/A	All	N/A
beautiful .....sums ....everything ..........................something ..................................great ..........................................	1	All_Attention	5	1
beautiful .....sums ....everything .......brilliant ........pause .........something ..............................even ...great ..............thankful ....................shame ......	1	All_Attention	10	1
beautiful .....sums ....everything from .cinematography ...acting brilliant ........pause .........something mosaic ..................stuck ..........even .soundtrack .great .goes ............thankful .cam .exists ................shame ....surreal .	1	All_Attention	20	1
beautiful that .word ..sums ....everything from .cinematography .directing .acting brilliant ......you can pause ..you ......something mosaic ...as some .............stuck ..........even .soundtrack .great .goes ............thankful .cam .exists ...we ............shame ....surreal imagery 	1	All_Attention	30	1
beautiful that .word ..sums ..whole .everything from .cinematography .directing .acting brilliant .....film you can pause ..you ..doubt .looking .something mosaic or ..as some ....assure ........stuck ..........even .soundtrack .great .goes together .........film .thankful .cam .exists ...we .......films ....shame .totally ..surreal imagery 	1	All_Attention	40	1
beautiful ........whole ...............................................................great ............film ........................totally ....	1	Last_Attention	5	1
beautiful ........whole film .................pause ............................................great it ..........the film ...cam ....................totally ....	1	Last_Attention	10	1
beautiful ...pretty .sums .this whole film everything ................pause it .........mosaic .............................even ..is great it ..........the film ...cam .............films ......totally ...imagery 	1	Last_Attention	20	1
beautiful ...pretty .sums .this whole film everything from ......brilliant ........pause it ......looking at .mosaic .............................even the .is great it .........of the film ...cam ..........him ..films .....in totally .and surreal imagery 	1	Last_Attention	30	1
beautiful .one .pretty much sums .this whole film everything from ......brilliant ........pause it ......looking at something mosaic .............................even the .is great it goes ..well .....of the film be thankful .cam .....we ....him ..films ..love .shame in totally .and surreal imagery 	1	Last_Attention	40	1
......sums ............brilliant ...................................................soundtrack ................thankful ....................shame ......	1	Vanilla_Gradient	5	1
beautiful .....sums ............brilliant ...................................................soundtrack ................thankful .cam archer .................shame .totally ..surreal .	1	Vanilla_Gradient	10	1
beautiful ..word pretty .sums up ...everything ..cinematography ....brilliant ...................................bobby .............even .soundtrack .great ..............thankful .cam archer exists ................shame .totally ..surreal imagery 	1	Vanilla_Gradient	20	1
beautiful ..word pretty much sums up .whole film everything ..cinematography .directing .acting brilliant ...................mosaic ...............bobby ............experience even .soundtrack .great .......tone ......thankful .cam archer exists ..............love .shame .totally real .surreal imagery 	1	Vanilla_Gradient	30	1
beautiful that one word pretty much sums up .whole film everything from .cinematography .directing .acting brilliant ...................mosaic ...............bobby ............experience even .soundtrack is great .goes together ....tone ......thankful .cam archer exists ..world ........films .show love .shame in totally real .surreal imagery 	1	Vanilla_Gradient	40	1
..one ....................................................................soundtrack ..............film ........world ..............in .....	1	InputXGrad	5	0
..one .......film ...........................................................the soundtrack ..............film ...cam archer ...world ..............in ....imagery 	1	InputXGrad	10	0
..one .......film ..............film .................................in ........experience .the soundtrack is .............film be ..cam archer .in .world .......make ....and .in ..and surreal imagery 	1	InputXGrad	20	1
..one word ......film ..............film .......no ..................after ......in your .......experience .the soundtrack is .....well .....of the film be .that cam archer .in .world we ......make films ...and .in ..and surreal imagery 	1	InputXGrad	30	0
..one word ......film ............of .film .......no ....something .............after ......in your ..know this ...experience .the soundtrack is .....well .the ..pace of the film be .that cam archer .in .world we .more ....make films that show .and .in totally .and surreal imagery 	1	InputXGrad	40	0
...................brilliant .....................................................great ..together .well ....pace ................................	1	Integrated_Gradient	5	1
...................brilliant .................................................even ...great ..together very well ....pace ....thankful ......world ..................surreal .	1	Integrated_Gradient	10	1
......sums ...film ........brilliant .....film .can ..........................viewing ..............even ...great ..together very well ..tone .pace ..film .thankful ..archer ...world ..more .....films .........surreal .	1	Integrated_Gradient	20	1
......sums .this .film ...cinematography ....brilliant ....the film .can ..........................viewing bobby ............experience even ...great ..together very well ..tone .pace ..film .thankful ..archer ..this world ..more people like ...films that .love ......surreal .	1	Integrated_Gradient	30	1
beautiful .....sums .this .film ..the cinematography ..the .brilliant ....the film .can .it ..will ......mosaic .arts ............viewing bobby ............experience even ...great ..together very well ..tone .pace ..film .thankful .cam archer exists .this world ..more people like ...films that .love ..in ...surreal .	1	Integrated_Gradient	40	1
..one ...................................................................the soundtrack ..............film ...cam .........................	1	DeepLIFT	5	0
..one ......................film ............................................the soundtrack ..............film be ..cam archer ...world .......make ............	1	DeepLIFT	10	0
..one .......film ..............film ..........................after ......in your .......experience .the soundtrack is .............film be ..cam archer .in .world .......make ......in ...surreal imagery 	1	DeepLIFT	20	1
..one word ......film ..............film .......no ....something .............after ......in your ...this ...experience .the soundtrack is .............film be .that cam archer .in .world we ......make films ...and .in totally .and surreal imagery 	1	DeepLIFT	30	1
..one word ......film ..............film .......no .be ..something .........i ...after .viewing ....in your ..know this ...experience .the soundtrack is .....well .the ...of the film be .that cam archer .in .world we .more ....make films .show .and .in totally .and surreal imagery 	1	DeepLIFT	40	1
...........................can ............or .....................i ....................................people .him ..............	1	LIME	5	1
...word .......................can ............or .far ..people ..............your .i ..............................in .....people .him ..............	1	LIME	10	0
...word ........from ........any .....can .......be ....or .far ..people ..........will be ..your .i .this ...experience .................film ......in .....people .him ..films .......real ...	1	LIME	20	1
...word ...up .whole ..from ........any .....can ...you ...be ....or .far ..people ...assure .....bobby will be ..your .i know this ...experience .........well ....pace .the film .thankful ....in .....people .him ..films .......real ...	1	LIME	30	1
.that .word ...up .whole .everything from .....acting ..any point ....can ..and you ..doubt be ....or .far ..people ...assure .....bobby will be ..your .i know this ...experience .........well ....pace .the film .thankful .cam archer .in this ....people .him ..films .......real .surreal .	1	LIME	40	1
...........everything .........................................................even ...........tone .pace ......................show .........	1	Random	5	0
.......up ...everything ...................................say ....after ................even .soundtrack .........tone .pace ...be ..................show .........	1	Random	10	1
.......up .whole .everything ...the .....................at ..or ....people .say ....after .........i ...first ..even .soundtrack .........tone .pace ...be .that ...........him ..films .show .........	1	Random	20	1
beautiful ......up .whole .everything .the .the ..acting .............will ....at ..or ...some people .say ....after .....stuck ...i ...first ..even .soundtrack ......well ..tone .pace ...be .that ..exists in ......like him ..films .show .........	1	Random	30	1
beautiful ..word ...up .whole film everything .the .the ..acting ..any ..........will .doubt ..at ..or ...some people would say ...that after .....stuck ...i ...first ..even .soundtrack ......well ..tone .pace ...be .that .archer exists in ...need ..like him ..films .show love .......imagery 	1	Random	40	1
cam archer ' s lyrical bobby ##cr ##ush bold ##ly captures the di ##sor ##ient ##ing ka ##lei ##dos ##cope that is adolescent desire with a lush rendering ( beautifully photographed by aaron platt ) that is more vibe than narrative . caught somewhere between documentary and dream , bobby ##cr ##ush recalls the in ##vent ##ive ##ness of early todd haynes and the vivid hyper ##real ##ism of gus van sant . with grit , glamour and heartbreak , it ' s kinda like the movie equivalent of sonic youth playing bubble ##gum pop .	1	N/A	All	N/A
...lyrical ..captures ..........rendering ..................recalls ..............with .................	1	All_Attention	5	0
..s lyrical ..captures ......desire ..lush rendering .photographed ................recalls ..............with ...heartbreak .............	1	All_Attention	10	0
..s lyrical ..captures .....adolescent desire with .lush rendering .photographed ............documentary ...recalls ...early ..and .vivid .....with grit glamour .heartbreak ..kinda .......playing ..	1	All_Attention	20	1
.archer s lyrical .bold captures the ....adolescent desire with a lush rendering .photographed .....more vibe than narrative caught ..documentary ...recalls ...early ..and .vivid .....with grit glamour .heartbreak ..kinda ...equivalent ...playing ..	1	All_Attention	30	1
.archer s lyrical .bold captures the ...is adolescent desire with a lush rendering .photographed ...that .more vibe than narrative caught ..documentary .dream .recalls ..of early todd haynes and .vivid .of ...with grit glamour and heartbreak it .kinda like ..equivalent ...playing ..	1	All_Attention	40	1
..s ............a .rendering ....................................and heartbreak .............	1	Last_Attention	5	0
..s lyrical .bold captures .......with a .rendering .................................with ..and heartbreak .............	1	Last_Attention	10	1
..s lyrical .bold captures .......with a lush rendering .....that is more ..........recalls ......and .......with grit glamour and heartbreak it .kinda ..........	1	Last_Attention	20	1
cam archer s lyrical .bold captures .......with a lush rendering beautifully photographed ...that is more ...caught .....bobby recalls ....todd haynes and .vivid .....with grit glamour and heartbreak it s kinda ..........	1	Last_Attention	30	1
cam archer s lyrical .bold captures .......with a lush rendering beautifully photographed ...that is more .than .caught ..documentary .dream bobby recalls ...early todd haynes and .vivid ...van sant with grit glamour and heartbreak it s kinda like .....youth playing bubble .	1	Last_Attention	40	1
...lyrical .bold ..........lush rendering ...................................glamour ...............	1	Vanilla_Gradient	5	1
...lyrical bobby bold captures .........lush rendering .photographed ................recalls ................glamour ....kinda ..........	1	Vanilla_Gradient	10	1
cam archer .lyrical bobby bold captures .....adolescent desire ..lush rendering beautifully photographed ..platt ............bobby recalls .....haynes .........grit glamour .heartbreak ..kinda ..........	1	Vanilla_Gradient	20	0
cam archer .lyrical bobby bold captures .....adolescent desire ..lush rendering beautifully photographed .aaron platt ...vibe .narrative caught ..documentary ..bobby recalls ....todd haynes .......sant .grit glamour .heartbreak ..kinda ..movie equivalent .sonic ....	1	Vanilla_Gradient	30	1
cam archer s lyrical bobby bold captures the ....adolescent desire .a lush rendering beautifully photographed .aaron platt ...vibe .narrative caught ..documentary .dream bobby recalls ....todd haynes .....gus .sant with grit glamour .heartbreak ..kinda like .movie equivalent .sonic youth playing bubble .	1	Vanilla_Gradient	40	1
..........that .......beautifully ............between ...................with ........the ........	1	InputXGrad	5	1
..........that ......rendering beautifully ............between .and ....in ........of ...with grit .......the ........	1	InputXGrad	10	1
...lyrical ..captures ...that ....a .rendering beautifully ............between .and ....in .early ...the ..of ...with grit .and .it s ..the ..of sonic ....	1	InputXGrad	20	1
..s lyrical ..captures .di .that ...with a .rendering beautifully ......more ...caught somewhere between .and ....in of early .haynes .the vivid .of gus ..with grit .and .it s ..the ..of sonic ....	1	InputXGrad	30	1
..s lyrical ..captures .di .that is ..with a .rendering beautifully .by ..that is more .than .caught somewhere between .and ...the in of early todd haynes and the vivid .of gus ..with grit .and .it s ..the ..of sonic youth ..pop 	1	InputXGrad	40	1
...lyrical .............rendering ......is ...........recalls ...............grit ................	1	Integrated_Gradient	5	0
...lyrical ...the ...is .....rendering ......is ...........recalls .............sant .grit ..heartbreak ..........playing ..	1	Integrated_Gradient	10	0
...lyrical ..captures the ...is .desire ...rendering ......is ...narrative .somewhere between ...bobby recalls the .......vivid ..gus .sant .grit ..heartbreak ..........playing .pop 	1	Integrated_Gradient	20	1
.archer .lyrical .bold captures the .ka .is adolescent desire with ..rendering ......is ...narrative .somewhere between ..dream bobby recalls the ...todd ...vivid ..gus .sant with grit ..heartbreak ......equivalent .sonic .playing .pop 	1	Integrated_Gradient	30	0
.archer .lyrical .bold captures the .ka .is adolescent desire with a .rendering beautifully .by .platt .is ...narrative .somewhere between ..dream bobby recalls the ...todd haynes .the vivid ..gus van sant with grit ..heartbreak ...like the .equivalent .sonic .playing bubble pop 	1	Integrated_Gradient	40	1
